name;country;gross;director;budget
Some Like It Hot;United States;49000000.0; Billy  Wilder;2900000.0
Some Mother's Son;Ireland;671437.0; Terry  George;
Some Mother's Son;United States;671437.0; Terry  George;
Something to Talk About;United States;77300000.0; Lasse  Hallström;30000000.0
Somewhere in Time;United States;9700000.0; Jeannot  Szwarc;4000000.0
Sophie's Choice;United States;30000000.0; Alan  J.  Pakula;9000000.0
Soul Food;United States;43700000.0; George  Tillman  Jr.;7500000.0
Space Jam;United States;250200000.0; Joe  Pytka;80000000.0
Spanking the Monkey;United States;1359736.0; David  O.  Russell;200000.0
Species;United States;113300000.0; Roger  Donaldson;35000000.0
Speed;United States;350400000.0; Jan  de  Bont;30.0
Speed 2: Cruise Control;United States;164500000.0; Jan  de  Bont;110.0
Spellbound;United States;6400000.0; Alfred  Hitchcock;1500000.0
Spice World;United Kingdom;100000000.0; Bob  Spiers;25000000.0
Sprung;United States;7575028.0; Rusty  Cundieff;
Spy Hard;United States;27000000.0; Rick  Friedberg;18000000.0
Squeezed;Australia;;Dominic Allen;
Squeezed;Australia;;Michael Cebon;
Stag;United States;;Gavin Wilding;
Stand by Me;United States;52300000.0; Rob  Reiner;7.5
Star Kid;United States;7029025.0; Manny  Coto;12000000.0
Star Maps;United States;;Miguel Arteta;
Star Trek II: The Wrath of Khan;United States;97000000.0; Nicholas  Meyer;12000000.0
Star Trek III: The Search for Spock;United States;87000000.0; Leonard  Nimoy;16000000.0
Star Trek IV: The Voyage Home;United States;133000000.0; Leonard  Nimoy;21000000.0
Star Trek V: The Final Frontier;United States;63000000.0; William  Shatner;33000000.0
Star Trek: First Contact;United States;146000000.0; Jonathan  Frakes;45000000.0
Star Trek: The Motion Picture;United States;139000000.0; Robert  Wise;44000000.0
Stargate;United States;196600000.0; Roland  Emmerich;55000000.0
Stargate;United States;196600000.0; Roland  Emmerich;55000000.0
Stargate;United States;196600000.0; Roland  Emmerich;55000000.0
Stargate;France;196600000.0; Roland  Emmerich;55000000.0
Stargate;France;196600000.0; Roland  Emmerich;55000000.0
Stargate;France;196600000.0; Roland  Emmerich;55000000.0
Starship Troopers;United States;121200000.0; Paul  Verhoeven;100.0
Steal Big Steal Little;United States;3150170.0; Andrew  Davis  (director);35000000.0
Stealing Beauty;France;4700000.0; Bernardo  Bertolucci;
Stealing Beauty;Italy;4700000.0; Bernardo  Bertolucci;
Stealing Beauty;United Kingdom;4700000.0; Bernardo  Bertolucci;
Strange Days;United States;8000000.0; Kathryn  Bigelow;42000000.0
Stranger in Our House;United States;;Wes Craven;
Strawberry and Chocolate;Mexico;;Tomás Gutiérrez Alea;
Strawberry and Chocolate;Mexico;;Juan Carlos Tabío;
Strawberry and Chocolate;Cuba;;Tomás Gutiérrez Alea;
Strawberry and Chocolate;Cuba;;Juan Carlos Tabío;
Strictly Ballroom;Australia;80000000.0; Baz  Luhrmann;3000000.0
Striking Distance;United States;24000000.0; Rowdy  Herrington;
Stripes;United States;85300000.0; Ivan  Reitman;10000000.0
Striptease;United States;113300000.0; Andrew  Bergman;40000000.0
SubUrbia;United States;656747.0; Richard  Linklater;
Sunchaser;United States;21508.0; Michael  Cimino;31000000.0
Sunset Boulevard;United States;5000000.0; Billy  Wilder;1750000.0
Sunset Park;United States;10163782.0; Steve  Gomer;
Super Mario Bros.;United Kingdom;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United Kingdom;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United Kingdom;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United Kingdom;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United Kingdom;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United Kingdom;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United Kingdom;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United Kingdom;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United Kingdom;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United States;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United States;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United States;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United States;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United States;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United States;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United States;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United States;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United States;38900000.0;Annabel Jankel;42.0
Super Mario Bros.;United Kingdom;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United Kingdom;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United Kingdom;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United Kingdom;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United Kingdom;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United Kingdom;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United Kingdom;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United Kingdom;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United Kingdom;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United States;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United States;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United States;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United States;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United States;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United States;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United States;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United States;38900000.0;Rocky Morton;42.0
Super Mario Bros.;United States;38900000.0;Rocky Morton;42.0
Surviving Picasso;United States;2000000.0; James  Ivory;16000000.0
Surviving the Game;United States;7727256.0; Ernest  Dickerson;7400000.0
Suture;United States;;David Siegel (screenwriter);
Suture;United States;;Scott McGehee;
Swept from the Sea;United Kingdom;283081.0; Beeban  Kidron;
Swept from the Sea;United States;283081.0; Beeban  Kidron;
Swimming With Sharks;United States;382928.0; George  Huang  (director);700000.0
Swingers;United States;4600000.0; Doug  Liman;200000.0
Tales from the Hood;United States;11800000.0; Rusty  Cundieff;6000000.0
Tank Girl;United States;6000000.0; Rachel  Talalay;25000000.0
Target;India;;Sandip Ray;
Tarleton;United States;390000000.0; Victor  Fleming;3850000.0
Taxi Driver;United States;28400000.0; Martin  Scorsese;1900000.0
Telling Lies in America;United States;318809.0; Guy  Ferland;4000000.0
Terminal Velocity;United States;47000000.0; Deran  Sarafian;50000000.0
Terminator 2: Judgment Day;United States;520900000.0; James  Cameron;94.0
Terror in a Texas Town;United States;;Joseph H. Lewis;
Tetsuo II:;Japan;2550.0; Shinya  Tsukamoto;
That Darn Cat;United States;18300000.0; Bob  Spiers;
That Darn Cat;United States;18300000.0;Bob Spiers;
That Darn Cat;United States;18300000.0;Bob Spiers;
That Old Feeling;United States;16574176.0; Carl  Reiner;
That Thing You Do!;United States;34600000.0; Tom  Hanks;26000000.0
The 39 Steps;United Kingdom;;Alfred Hitchcock;
The 6th Man;United States;14800000.0; Randall  Miller;11000000.0
The 6th Man;United States;14800000.0;Randall Miller;11000000.0
The Abyss;United States;90000000.0; James  Cameron;43.0
The Addiction;United States;302393.0; Abel  Ferrara;
The Adventures of Pinocchio;Czech Republic;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;Czech Republic;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;Czech Republic;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;Czech Republic;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;Czech Republic;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;Czech Republic;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;France;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;France;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;France;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;France;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;France;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;France;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;Germany;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;Germany;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;Germany;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;Germany;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;Germany;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;Germany;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;United Kingdom;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;United Kingdom;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;United Kingdom;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;United Kingdom;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;United Kingdom;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;United Kingdom;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;United States;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;United States;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;United States;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;United States;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;United States;15094530.0; Steve  Barron;25000000.0
The Adventures of Pinocchio;United States;15094530.0; Steve  Barron;25000000.0
The Adventures of Priscilla, Queen of the Desert;Australia;29700000.0; Stephan  Elliott;2000000.0
The African Queen;United Kingdom;10750000.0; John  Huston;1000000.0
The African Queen;United Kingdom;10750000.0; John  Huston;1000000.0
The African Queen;United States;10750000.0; John  Huston;1000000.0
The African Queen;United States;10750000.0; John  Huston;1000000.0
The Amazing Panda Adventure;United States;7506759.0; Christopher  Cain;
The American President;United States;107900000.0; Rob  Reiner;62000000.0
The Amityville Curse;Canada;;Tom Berry;
The Amityville Curse;United States;;Tom Berry;
The Amityville Horror;United States;86400000.0; Stuart  Rosenberg;4700000.0
The Apartment;United States;24600000.0; Billy  Wilder;3000000.0
The Apostle;United States;21277770.0; Robert  Duvall;5000000.0
The Apple Dumpling Gang;United States;36853000.0; Norman  Tokar;
The Aristocats;United States;;Wolfgang Reitherman;
The Assignment;Canada;332597.0; Christian  Duguay  (director);
The Assignment;United States;332597.0; Christian  Duguay  (director);
The Baby-Sitters Club;United States;9600000.0; Melanie  Mayron;6500000.0
The Ballad of Narayama;Japan;;Keisuke Kinoshita;
The Band Wagon;United States;3500000.0; Vincente  Minnelli;2900000.0
The Band Wagon;United States;3500000.0;Vincente Minnelli;2900000.0
The Basketball Diaries;United States;2400000.0; Scott  Kalvert;
The Beautician and the Beast;United States;11500000.0; Ken  Kwapis;16000000.0
The Believers;Canada;18700000.0; John  Schlesinger;13000000.0
The Believers;Canada;18700000.0; John  Schlesinger;13000000.0
The Believers;United States;18700000.0; John  Schlesinger;13000000.0
The Believers;United States;18700000.0; John  Schlesinger;13000000.0
The Beverly Hillbillies;United States;57400000.0; Penelope  Spheeris;25000000.0
The Big Blue;France;3600000.0; Luc  Besson;13500000.0
The Big Blue;France;3600000.0; Luc  Besson;13500000.0
The Big Blue;France;3600000.0; Luc  Besson;13500000.0
The Big Blue;Italy;3600000.0; Luc  Besson;13500000.0
The Big Blue;Italy;3600000.0; Luc  Besson;13500000.0
The Big Blue;Italy;3600000.0; Luc  Besson;13500000.0
The Big Blue;United States;3600000.0; Luc  Besson;13500000.0
The Big Blue;United States;3600000.0; Luc  Besson;13500000.0
The Big Blue;United States;3600000.0; Luc  Besson;13500000.0
The Big Green;United States;17700000.0; Holly  Goldberg  Sloan;12000000.0
The Big Lebowski;United Kingdom;46700000.0; Coen  brothers;15000000.0
The Big Lebowski;United Kingdom;46700000.0; Coen  brothers;15000000.0
The Big Lebowski;United Kingdom;46700000.0; Coen  brothers;15000000.0
The Big Lebowski;United States;46700000.0; Coen  brothers;15000000.0
The Big Lebowski;United States;46700000.0; Coen  brothers;15000000.0
The Big Lebowski;United States;46700000.0; Coen  brothers;15000000.0
The Big Sleep;United States;4900000.0; Howard  Hawks;1600000.0
The Birdcage;United States;185300000.0; Mike  Nichols;31000000.0
The Birds;United States;11400000.0; Alfred  Hitchcock;3300000.0
The Blob;United States;4000000.0; Irvin  Yeaworth;110000.0
The Blue Angel;Germany;77982.0; Josef  von  Sternberg;
The Blues Brothers;United States;115200000.0; John  Landis;27.0
The Body Snatcher;United States;;Robert Wise;
The Brady Bunch Movie;United States;46600000.0; Betty  Thomas;
The Bridge on the River Kwai;United Kingdom;30600000.0; David  Lean;2800000.0
The Bridge on the River Kwai;United Kingdom;30600000.0; David  Lean;2800000.0
The Bridge on the River Kwai;United States;30600000.0; David  Lean;2800000.0
The Bridge on the River Kwai;United States;30600000.0; David  Lean;2800000.0
The Bridges of Madison County;United States;182000000.0; Clint  Eastwood;22000000.0
The Brothers McMullen;United States;10000000.0; Edward  Burns;28000.0
The Browning Version;United Kingdom;487391.0; Mike  Figgis;7000000.0
The Butcher Boy;Ireland;5000000.0; Neil  Jordan;
The Butcher Boy;United States;5000000.0; Neil  Jordan;
The Cable Guy;United States;102800000.0; Ben  Stiller;47000000.0
The Candidate;United States;2500000.0; Michael  Ritchie  (film  director);1600000.0
The Celluloid Closet;United States;1400591.0; Rob  Epstein;
The Celluloid Closet;United States;1400591.0; Jeffrey  Friedman  (filmmaker);
The Cement Garden;United Kingdom;;Andrew Birkin;
The City of Lost Children;France;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;France;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;France;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;France;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;France;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;France;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;France;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;France;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;France;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;France;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;France;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;France;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Germany;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Germany;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Germany;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Germany;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Germany;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Germany;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Germany;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Germany;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Germany;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Germany;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Germany;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Germany;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Spain;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Spain;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Spain;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Spain;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Spain;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Spain;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Spain;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Spain;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Spain;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Spain;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Spain;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;Spain;1700000.0;Jean-Pierre Jeunet;18000000.0
The City of Lost Children;France;1700000.0;Marc Caro;18000000.0
The City of Lost Children;France;1700000.0;Marc Caro;18000000.0
The City of Lost Children;France;1700000.0;Marc Caro;18000000.0
The City of Lost Children;France;1700000.0;Marc Caro;18000000.0
The City of Lost Children;France;1700000.0;Marc Caro;18000000.0
The City of Lost Children;France;1700000.0;Marc Caro;18000000.0
The City of Lost Children;France;1700000.0;Marc Caro;18000000.0
The City of Lost Children;France;1700000.0;Marc Caro;18000000.0
The City of Lost Children;France;1700000.0;Marc Caro;18000000.0
The City of Lost Children;France;1700000.0;Marc Caro;18000000.0
The City of Lost Children;France;1700000.0;Marc Caro;18000000.0
The City of Lost Children;France;1700000.0;Marc Caro;18000000.0
The City of Lost Children;Germany;1700000.0;Marc Caro;18000000.0
The City of Lost Children;Germany;1700000.0;Marc Caro;18000000.0
The City of Lost Children;Germany;1700000.0;Marc Caro;18000000.0
The City of Lost Children;Germany;1700000.0;Marc Caro;18000000.0
The City of Lost Children;Germany;1700000.0;Marc Caro;18000000.0
The City of Lost Children;Germany;1700000.0;Marc Caro;18000000.0
The City of Lost Children;Germany;1700000.0;Marc Caro;18000000.0
