name;country;gross;director;budget
Flirt;Japan;;Hal Hartley;
Flirt;United States;;Hal Hartley;
Flirting with Disaster;United States;14702438.0; David  O.  Russell;7000000.0
Flubber;United States;178000000.0; Les  Mayfield;80000000.0
Fluke;United States;3987768.0; Carlo  Carlei;15000000.0
Fly Away Home;Canada;36500000.0; Carroll  Ballard;
Fly Away Home;New Zealand;36500000.0; Carroll  Ballard;
Fly Away Home;United States;36500000.0; Carroll  Ballard;
Fools Rush In;United States;42000000.0; Andy  Tennant;20000000.0
For Ever Mozart;France;;Jean-Luc Godard;
For Ever Mozart;Switzerland;;Jean-Luc Godard;
For Love or Money;United States;11146270.0; Barry  Sonnenfeld;30000000.0
For Richer or Poorer;United States;32700000.0; Bryan  Spicer;35000000.0
For the Moment;Canada;121548.0;Aaron Kim Johnston;
For Whom the Bell Tolls;United States;17800000.0; Sam  Wood;
Forbidden Planet;United States;2765000.0; Fred  M.  Wilcox  (director);1968000.0
Foreign Correspondent;United States;1598435.0; Alfred  Hitchcock;1484167.0
Forget Paris;United States;33000000.0; Billy  Crystal;21000000.0
Forrest Gump;United States;683100000.0; Robert  Zemeckis;55000000.0
Four Days in September;Brazil;1800000.0; Bruno  Barreto;
Four Rooms;United States;4257354.0; Allison  Anders;4000000.0
Four Rooms;United States;4257354.0; Allison  Anders;4000000.0
Four Rooms;United States;4257354.0; Allison  Anders;4000000.0
Four Rooms;United States;4257354.0; Allison  Anders;4000000.0
Four Rooms;United States;4257354.0; Allison  Anders;4000000.0
Four Rooms;United States;4257354.0; Quentin  Tarantino;4000000.0
Four Rooms;United States;4257354.0; Quentin  Tarantino;4000000.0
Four Rooms;United States;4257354.0; Quentin  Tarantino;4000000.0
Four Rooms;United States;4257354.0; Quentin  Tarantino;4000000.0
Four Rooms;United States;4257354.0; Quentin  Tarantino;4000000.0
Four Rooms;United States;4257354.0; Robert  Rodriguez;4000000.0
Four Rooms;United States;4257354.0; Robert  Rodriguez;4000000.0
Four Rooms;United States;4257354.0; Robert  Rodriguez;4000000.0
Four Rooms;United States;4257354.0; Robert  Rodriguez;4000000.0
Four Rooms;United States;4257354.0; Robert  Rodriguez;4000000.0
Four Rooms;United States;4257354.0; Alexandre  Rockwell;4000000.0
Four Rooms;United States;4257354.0; Alexandre  Rockwell;4000000.0
Four Rooms;United States;4257354.0; Alexandre  Rockwell;4000000.0
Four Rooms;United States;4257354.0; Alexandre  Rockwell;4000000.0
Four Rooms;United States;4257354.0; Alexandre  Rockwell;4000000.0
Four Weddings and a Funeral;United Kingdom;245700000.0; Mike  Newell  (director);3000000.0
Four Weddings and a Funeral;United Kingdom;245700000.0; Mike  Newell  (director);4400000.0
Foxfire;United States;269300.0;Annette Haywood-Carter;
Free Willy;United States;153600000.0; Simon  Wincer;20000000.0
Free Willy 3: The Rescue;United States;3400000.0; Sam  Pillsbury;
Freeway;United States;295493.0; Matthew  Bright;3000000.0
Fresa y chocolate;Mexico;;Tomás Gutiérrez Alea;
Fresa y chocolate;Mexico;;Juan Carlos Tabío;
Fresa y chocolate;Cuba;;Tomás Gutiérrez Alea;
Fresa y chocolate;Cuba;;Juan Carlos Tabío;
Frisk;United States;;Todd Verow;
Full Metal Jacket;United States;120000000.0; Stanley  Kubrick;16.5
Full Metal Jacket;United States;120000000.0; Stanley  Kubrick;16.5
Full Metal Jacket;United States;120000000.0; Stanley  Kubrick;16.5
Full Metal Jacket;United States;120000000.0; Stanley  Kubrick;16.5
Full Metal Jacket;United States;120000000.0; Stanley  Kubrick;16.5
Full Metal Jacket;United States;120000000.0; Stanley  Kubrick;16.5
Full Metal Jacket;United Kingdom;120000000.0; Stanley  Kubrick;16.5
Full Metal Jacket;United Kingdom;120000000.0; Stanley  Kubrick;16.5
Full Metal Jacket;United Kingdom;120000000.0; Stanley  Kubrick;16.5
Full Metal Jacket;United Kingdom;120000000.0; Stanley  Kubrick;16.5
Full Metal Jacket;United Kingdom;120000000.0; Stanley  Kubrick;16.5
Full Metal Jacket;United Kingdom;120000000.0; Stanley  Kubrick;16.5
Funny Face;United States;2500000.0; Stanley  Donen;3000000.0
G.I. Jane;United States;48200000.0; Ridley  Scott;50000000.0
Gabbeh;France;;Mohsen Makhmalbaf;
Gabbeh;Iran;;Mohsen Makhmalbaf;
Gandhi;India;127800000.0; Richard  Attenborough;22000000.0
Gandhi;India;127800000.0; Richard  Attenborough;22000000.0
Gandhi;India;127800000.0; Richard  Attenborough;22000000.0
Gandhi;United Kingdom;127800000.0; Richard  Attenborough;22000000.0
Gandhi;United Kingdom;127800000.0; Richard  Attenborough;22000000.0
Gandhi;United Kingdom;127800000.0; Richard  Attenborough;22000000.0
Gang Related;United States;5900000.0; Jim  Kouf;
Gaslight;United States;4600000.0; George  Cukor;2000000.0
Gattaca;United States;12500000.0; Andrew  Niccol;36000000.0
George of the Jungle;United States;174400000.0; Sam  Weisman;55000000.0
Georgia;United States;1110104.0; Ulu  Grosbard;
Germinal;France;36100000.0; Claude  Berri;27400000.0
Geronimo: An American Legend;United States;;Walter Hill;
Get on the Bus;United States;5691854.0; Spike  Lee;2400000.0
Get Shorty;United States;115100000.0; Barry  Sonnenfeld;30000000.0
Getting Away with Murder;United States;197322.0; Harvey  Miller  (screenwriter);
Ghost;United States;505700000.0; Jerry  Zucker;22000000.0
Ghosts of Mississippi;United States;13323144.0; Rob  Reiner;36000000.0
Giant;United States;39000000.0; George  Stevens;5400000.0
Gigi;United States;13200000.0; Vincente  Minnelli;3300000.0
Girl 6;United States;4900000.0; Spike  Lee;12000000.0
Girl in the Cadillac;United States;;Lucas Platt;
Girl in the Cadillac;;;Lucas Platt;
Girls Town;United States;;Jim McKay (director);
Glengarry Glen Ross;United States;10700000.0; James  Foley  (director);12500000.0
Glory;United States;;Edward Zwick;
Go Fish;United States;2408311.0; Rose  Troche;15000.0
Gold Diggers: The Secret of Bear Mountain;United States;6000000.0;Kevin James Dobson;9000000.0
Golden Earrings;United States;2950000.0; Mitchell  Leisen;
GoldenEye;United Kingdom;352100000.0; Martin  Campbell;60000000.0
GoldenEye;United Kingdom;352100000.0; Martin  Campbell;60000000.0
GoldenEye;United Kingdom;352100000.0; Martin  Campbell;60000000.0
Gone Fishin';United States;19700000.0; Christopher  Cain;53000000.0
Gone with the Wind;United States;390000000.0; Victor  Fleming;3850000.0
Good Will Hunting;United States;225900000.0; Gus  Van  Sant;10000000.0
Goodfellas;United States;47100000.0; Martin  Scorsese;25000000.0
Gordy;United States;3900000.0;Mark Lewis;
Grace of My Heart;United States;660313.0; Allison  Anders;5000000.0
Grease;United States;366200000.0; Randal  Kleiser;6000000.0
Grease 2;United States;15200000.0; Patricia  Birch;11200000.0
Great Expectations;United States;55500000.0; Alfonso  Cuarón;25000000.0
Gridlock'd;United States;5600000.0; Vondie  Curtis-Hall;5000000.0
Grosse Pointe Blank;United States;31070412.0; George  Armitage;15000000.0
Groundhog Day;United States;105000000.0; Harold  Ramis;14.6
Grumpier Old Men;United States;71500000.0; Howard  Deutch;25000000.0
Guilty as Sin;United States;41000000.0; Sidney  Lumet;12000000.0
Gumby: The Movie;United States;57100.0; Art  Clokey;2800000.0
Hackers;United States;28700000.0; Iain  Softley;6500000.0
Half Baked;United States;17500000.0; Tamra  Davis;8000000.0
Halloween:;United States;15100000.0; Joe  Chappelle;5000000.0
Hamlet;United Kingdom;4700000.0; Kenneth  Branagh;18000000.0
Hamlet;United Kingdom;4700000.0; Kenneth  Branagh;18000000.0
Hamlet;United Kingdom;4700000.0; Kenneth  Branagh;18000000.0
Hamlet;United States;4700000.0; Kenneth  Branagh;18000000.0
Hamlet;United States;4700000.0; Kenneth  Branagh;18000000.0
Hamlet;United States;4700000.0; Kenneth  Branagh;18000000.0
Hana-bi;Japan;;Takeshi Kitano;
Happy Gilmore;United States;41200000.0; Dennis  Dugan;12000000.0
Hard Boiled;Hong Kong;19700000.0; John  Woo;4500000.0
Hard Boiled;Hong Kong;19700000.0;John Woo;4500000.0
Hard Boiled;Hong Kong;19700000.0;John Woo;4500000.0
Hard Boiled;Hong Kong;19700000.0;John Woo;4500000.0
Hard Eight;United States;222559.0; Paul  Thomas  Anderson;3000000.0
Hard Rain;Denmark;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Denmark;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Denmark;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Denmark;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Denmark;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Denmark;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Germany;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Germany;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Germany;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Germany;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Germany;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Germany;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Japan;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Japan;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Japan;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Japan;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Japan;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;Japan;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;United Kingdom;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;United Kingdom;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;United Kingdom;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;United Kingdom;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;United Kingdom;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;United Kingdom;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;United States;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;United States;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;United States;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;United States;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;United States;19900000.0; Mikael  Salomon;70000000.0
Hard Rain;United States;19900000.0; Mikael  Salomon;70000000.0
Hard Target;United States;74200000.0; John  Woo;19.5
Harem; France;;Arthur Joffe;
Harold and Maude;United States;;Hal Ashby;
Harriet the Spy;United States;26600000.0; Bronwen  Hughes;12000000.0
He Walked by Night;United States;;Anthony Mann;
He Walked by Night;United States;;Alfred L. Werker;
Hear My Song;United Kingdom;4413473.0; Peter  Chelsom;2100000.0
Hear My Song;United Kingdom;4413473.0; Peter  Chelsom;2100000.0
Hear My Song;United Kingdom;739989.0; Peter  Chelsom;2100000.0
Hear My Song;United Kingdom;739989.0; Peter  Chelsom;2100000.0
Hearts and Minds;United States;;Peter Davis (director);
Heat;United States;187400000.0; Michael  Mann;60000000.0
Heathers;United States;1100000.0; Michael  Lehmann;3000000.0
Heaven & Earth;France;5900000.0; Oliver  Stone;33000000.0
Heaven & Earth;France;5900000.0; Oliver  Stone;33000000.0
Heaven & Earth;France;5900000.0; Oliver  Stone;33000000.0
Heaven & Earth;United States;5900000.0; Oliver  Stone;33000000.0
Heaven & Earth;United States;5900000.0; Oliver  Stone;33000000.0
Heaven & Earth;United States;5900000.0; Oliver  Stone;33000000.0
Heavenly Creatures;New Zealand;5400000.0; Peter  Jackson;5000000.0
Heaven's Prisoners;United States;5009305.0; Phil  Joanou;25000000.0
Heavy;United States;941414.0; James  Mangold;
Heavy Metal;Canada;20100000.0; Gerald  Potterton;9300000.0
Heavy Metal;Canada;20100000.0; Gerald  Potterton;9300000.0
Heavy Metal;United States;20100000.0; Gerald  Potterton;9300000.0
Heavy Metal;United States;20100000.0; Gerald  Potterton;9300000.0
Heavyweights;United States;17600000.0; Steven  Brill  (filmmaker);
Hedd Wyn; Wales;;Paul Turner (director);
Hellraiser: Bloodline;United States;9300000.0;Kevin Yagher;4000000.0
Hellraiser: Bloodline;United States;9300000.0;Kevin Yagher;4000000.0
Hellraiser: Bloodline;United States;9300000.0;Kevin Yagher;4000000.0
Hellraiser: Bloodline;United States;9300000.0;Joe Chappelle;4000000.0
Hellraiser: Bloodline;United States;9300000.0;Joe Chappelle;4000000.0
Hellraiser: Bloodline;United States;9300000.0;Joe Chappelle;4000000.0
Henry V;United Kingdom;10200000.0; Kenneth  Branagh;9000000.0
Herbie Rides Again;United States;38229000.0; Robert  Stevenson  (director);
Hercules;United States;252700000.0;John Musker;85000000.0
Hercules;United States;252700000.0;John Musker;85000000.0
Hercules;United States;252700000.0;John Musker;85000000.0
Hercules;United States;252700000.0;Ron Clements;85000000.0
Hercules;United States;252700000.0;Ron Clements;85000000.0
Hercules;United States;252700000.0;Ron Clements;85000000.0
High Noon;United States;12000000.0; Fred  Zinnemann;730000.0
High School High;United States;21302121.0; Hart  Bochner;
Higher Learning;United States;38300000.0; John  Singleton;
Highlander;United Kingdom;12900000.0; Russell  Mulcahy;19000000.0
Highlander III: The Sorcerer;Canada;36700000.0; Andy  Morahan;26.0
Highlander III: The Sorcerer;Canada;36700000.0; Andy  Morahan;26.0
Highlander III: The Sorcerer;Canada;36700000.0; Andy  Morahan;26.0
Highlander III: The Sorcerer;Canada;36700000.0; Andy  Morahan;26.0
Highlander III: The Sorcerer;France;36700000.0; Andy  Morahan;26.0
Highlander III: The Sorcerer;France;36700000.0; Andy  Morahan;26.0
Highlander III: The Sorcerer;France;36700000.0; Andy  Morahan;26.0
Highlander III: The Sorcerer;France;36700000.0; Andy  Morahan;26.0
Highlander III: The Sorcerer;United Kingdom;36700000.0; Andy  Morahan;26.0
Highlander III: The Sorcerer;United Kingdom;36700000.0; Andy  Morahan;26.0
Highlander III: The Sorcerer;United Kingdom;36700000.0; Andy  Morahan;26.0
Highlander III: The Sorcerer;United Kingdom;36700000.0; Andy  Morahan;26.0
His Girl Friday;United States;;Howard Hawks;
Home Alone;United States;476700000.0; Chris  Columbus  (filmmaker);18000000.0
Home Alone 3;United States;79100000.0; Raja  Gosnell;32000000.0
Homeward Bound II:;United States;32700000.0; David  R.  Ellis;
Homeward Bound: The Incredible Journey;United States;57000000.0; Duwayne  Dunham;
Hoodlum;United States;23461013.0; Bill  Duke;30000000.0
Hoop Dreams;United States;11800000.0; Steve  James  (film  producer);700000.0
Hot Shots! Part Deux;United States;133800000.0; Jim  Abrahams;25000000.0
Hotel de Love;Australia;111106.0;Craig Rosenberg;
Hotel de Love;Australia;943903.0;Craig Rosenberg;
House Party 3;United States;19000000.0;Eric Meza;
Houseguest;United States;26325256.0;Randall Miller;10500000.0
How to Make an American Quilt;United States;41000000.0; Jocelyn  Moorhouse;10000000.0
Hugo Pool;United States;13330.0; Robert  Downey  Sr.;
Hurricane Streets;United States;375634.0; Morgan  J.  Freeman;
Hush;United States;13600000.0;Jonathan Darby;
I Can't Sleep;France;400000.0; Claire  Denis;
I Know What You Did Last Summer;United States;125300000.0; Jim  Gillespie  (director);17000000.0
I Like It Like That;United States;1760527.0; Darnell  Martin;
I Love Trouble;United States;61900000.0; Charles  Shyer;45000000.0
I Shot Andy Warhol;United Kingdom;1900000.0; Mary  Harron;
I Shot Andy Warhol;United States;1900000.0; Mary  Harron;
I.Q.;United States;26381221.0; Fred  Schepisi;25000000.0
If Lucy Fell;United States;2420162.0; Eric  Schaeffer;5000000.0
I'll Do Anything;United States;10000000.0; James  L.  Brooks;40000000.0
In Love and War;United States;25372294.0; Richard  Attenborough;
In the Army Now;United States;;Daniel Petrie Jr.;
In the Company of Men;Canada;2800000.0; Neil  LaBute;250000.0
In the Company of Men;Canada;2800000.0; Neil  LaBute;250000.0
In the Company of Men;United States;2800000.0; Neil  LaBute;250000.0
In the Company of Men;United States;2800000.0; Neil  LaBute;250000.0
In the Line of Fire;United States;187000000.0; Wolfgang  Petersen;40000000.0
In the Mouth of Madness;United States;8900000.0; John  Carpenter;8000000.0
Indiana Jones and the Last Crusade;United States;474200000.0; Steven  Spielberg;48000000.0
Infinity;United States;195170.0; Matthew  Broderick;5000000.0
Intimate Relations;Canada;;Philip Goodhew;
Intimate Relations;United Kingdom;;Philip Goodhew;
Inventing the Abbotts;United States;5900000.0; Pat  O'Connor  (director);
It Happened One Night;United States;2500000.0; Frank  Capra;325000.0
It Takes Two;United States;19500000.0; Andy  Tennant;
It's a Wonderful Life;United States;3300000.0; Frank  Capra;3180000.0
It's My Party;United States;622503.0; Randal  Kleiser;
Jack;United States;58600000.0; Francis  Ford  Coppola;45000000.0
Jack and Sarah;France;218626.0; Tim  Sullivan  (British  filmmaker);
Jack and Sarah;United Kingdom;218626.0; Tim  Sullivan  (British  filmmaker);
Jack and Sarah;France;2475758.0; Tim  Sullivan  (British  filmmaker);
Jack and Sarah;United Kingdom;2475758.0; Tim  Sullivan  (British  filmmaker);
Jade;United States;9900000.0; William  Friedkin;
James and the Giant Peach;United Kingdom;37700000.0; Henry  Selick;38000000.0
James and the Giant Peach;United Kingdom;37700000.0; Henry  Selick;38000000.0
James and the Giant Peach;United States;37700000.0; Henry  Selick;38000000.0
James and the Giant Peach;United States;37700000.0; Henry  Selick;38000000.0
Jane Eyre;France;5200601.0; Franco  Zeffirelli;
Jane Eyre;Italy;5200601.0; Franco  Zeffirelli;
Jane Eyre;United Kingdom;5200601.0; Franco  Zeffirelli;
Jane Eyre;United States;5200601.0; Franco  Zeffirelli;
Jason's Lyric;United States;20851521.0; Doug  McHenry;7000000.0
Jaws;United States;472000000.0; Steven  Spielberg;9000000.0
Jaws 2;United States;208000000.0; Jeannot  Szwarc;20000000.0
Jaws 3-D;United States;88000000.0; Joe  Alves;18000000.0
Jean de Florette;France;87000000.0; Claude  Berri;
Jean de Florette;Italy;87000000.0; Claude  Berri;
Jean de Florette;Switzerland;87000000.0; Claude  Berri;
Jefferson in Paris;France;4400000.0; James  Ivory;14000000.0
Jefferson in Paris;France;4400000.0; James  Ivory;14000000.0
Jefferson in Paris;United States;4400000.0; James  Ivory;14000000.0
Jefferson in Paris;United States;4400000.0; James  Ivory;14000000.0
Jerry Maguire;United States;;Cameron Crowe;
Jimmy Hollywood;United States;3800000.0; Barry  Levinson;30000000.0
Jingle All the Way;United States;129800000.0; Brian  Levant;75000000.0
Joe's Apartment;United States;4619014.0;John Payson;13000000.0
Johnny Mnemonic;Canada;52400000.0; Robert  Longo;26000000.0
Johnny Mnemonic;Canada;52400000.0; Robert  Longo;26000000.0
Johnny Mnemonic;Canada;52400000.0; Robert  Longo;26000000.0
Johnny Mnemonic;United States;52400000.0; Robert  Longo;26000000.0
Johnny Mnemonic;United States;52400000.0; Robert  Longo;26000000.0
Johnny Mnemonic;United States;52400000.0; Robert  Longo;26000000.0
Johns;United States;50789.0; Scott  Silver;
Jude;United Kingdom;409144.0; Michael  Winterbottom;
Judge Dredd;United States;113500000.0; Danny  Cannon;85.0
Judgment Night;United States;12136999.0; Stephen  Hopkins  (director);21000000.0
Jumanji;United States;262800000.0; Joe  Johnston;65000000.0
Jungle 2 Jungle;France;59900000.0; John  Pasquin;32000000.0
Jungle 2 Jungle;France;59900000.0; John  Pasquin;32000000.0
Jungle 2 Jungle;United States;59900000.0; John  Pasquin;32000000.0
Jungle 2 Jungle;United States;59900000.0; John  Pasquin;32000000.0
Jurassic Park;United States;1034000000.0; Steven  Spielberg;63000000.0
Jury Duty;United States;17000000.0; John  Fortenberry;21000000.0
Just Cause;United States;36800000.0; Arne  Glimcher;27000000.0
Kalifornia;United States;2400000.0; Dominic  Sena;8500000.0
Kama Sutra: A Tale of Love;Germany;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Germany;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Germany;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Germany;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Germany;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Germany;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Germany;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Germany;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Germany;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Germany;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;India;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;India;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;India;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;India;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;India;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;India;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;India;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;India;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;India;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;India;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Japan;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Japan;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Japan;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Japan;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Japan;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Japan;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Japan;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Japan;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Japan;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;Japan;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;United Kingdom;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;United Kingdom;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;United Kingdom;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;United Kingdom;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;United Kingdom;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;United Kingdom;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;United Kingdom;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;United Kingdom;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;United Kingdom;8600000.0; Mira  Nair;3000000.0
Kama Sutra: A Tale of Love;United Kingdom;8600000.0; Mira  Nair;3000000.0
Kansas City;United States;1356329.0; Robert  Altman;19000000.0
Kazaam;United States;18900000.0; Paul  Michael  Glaser;20000000.0
Kicking and Screaming;United States;718490.0; Noah  Baumbach;1300000.0
Kids;United States;20400000.0; Larry  Clark;1500000.0
Kiler;Poland;;Juliusz Machulski;
Killing Zoe;France;1300000.0; Roger  Avary;1500000.0
Killing Zoe;France;1300000.0; Roger  Avary;1500000.0
Killing Zoe;France;1300000.0; Roger  Avary;1500000.0
Killing Zoe;United States;1300000.0; Roger  Avary;1500000.0
Killing Zoe;United States;1300000.0; Roger  Avary;1500000.0
Killing Zoe;United States;1300000.0; Roger  Avary;1500000.0
King of New York;Italy;2500000.0; Abel  Ferrara;5000000.0
King of New York;Italy;2500000.0; Abel  Ferrara;5000000.0
King of New York;United States;2500000.0; Abel  Ferrara;5000000.0
King of New York;United States;2500000.0; Abel  Ferrara;5000000.0
King of the Hill;United States;1200000.0; Steven  Soderbergh;8000000.0
King of the Mountain;United States;2100000.0;Noel Nosseck;2000000.0
King of the Mountain;United States;2100000.0;Noel Nosseck;2000000.0
Kiss Me, Guido;United States;1918497.0; Tony  Vitale;740000.0
Kiss of Death;United States;14900000.0; Barbet  Schroeder;40000000.0
Kissed;Canada;;Lynne Stopkewich;
Koyaanisqatsi;United States;3200000.0; Godfrey  Reggio;
Kull the Conqueror;Italy;6200000.0; John  Nicolella;30000000.0
Kull the Conqueror;Italy;6200000.0; John  Nicolella;30000000.0
Kull the Conqueror;United States;6200000.0; John  Nicolella;30000000.0
Kull the Conqueror;United States;6200000.0; John  Nicolella;30000000.0
Kull the Conqueror;Italy;6200000.0;John Nicolella;30000000.0
Kull the Conqueror;Italy;6200000.0;John Nicolella;30000000.0
Kull the Conqueror;United States;6200000.0;John Nicolella;30000000.0
Kull the Conqueror;United States;6200000.0;John Nicolella;30000000.0
Kundun;United States;5700000.0; Martin  Scorsese;28000000.0
L.A. Confidential;United States;126200000.0; Curtis  Hanson;35000000.0
La Collectionneuse;France;;Éric Rohmer;
La Haine;France;;Mathieu Kassovitz;
La Reine Margot;France;16300000.0; Patrice  Chéreau;18300000.0
La Reine Margot;France;16300000.0; Patrice  Chéreau;18300000.0
La Reine Margot;France;16300000.0; Patrice  Chéreau;18300000.0
La Reine Margot;France;16300000.0; Patrice  Chéreau;18300000.0
La Reine Margot;Germany;16300000.0; Patrice  Chéreau;18300000.0
La Reine Margot;Germany;16300000.0; Patrice  Chéreau;18300000.0
La Reine Margot;Germany;16300000.0; Patrice  Chéreau;18300000.0
La Reine Margot;Germany;16300000.0; Patrice  Chéreau;18300000.0
La Reine Margot;Italy;16300000.0; Patrice  Chéreau;18300000.0
La Reine Margot;Italy;16300000.0; Patrice  Chéreau;18300000.0
La Reine Margot;Italy;16300000.0; Patrice  Chéreau;18300000.0
La Reine Margot;Italy;16300000.0; Patrice  Chéreau;18300000.0
La Reine Margot;France;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;France;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;France;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;France;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;Germany;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;Germany;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;Germany;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;Germany;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;Italy;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;Italy;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;Italy;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;Italy;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;;16300000.0;Patrice Chéreau;18300000.0
La Reine Margot;;16300000.0;Patrice Chéreau;18300000.0
La Vie est belle; Democratic Republic of the Congo;;Mwezé Ngangura;
La Vie est belle; Democratic Republic of the Congo;;Benoît Lamy;
Lady of Burlesque;United States;1850000.0; William  A.  Wellman;
Ladybird, Ladybird;United Kingdom;97482.0; Ken  Loach;
Lamerica;Italy;;Gianni Amelio;
Land and Freedom;France;228800.0; Ken  Loach;
Land and Freedom;Germany;228800.0; Ken  Loach;
Land and Freedom;Italy;228800.0; Ken  Loach;
Land and Freedom;Spain;228800.0; Ken  Loach;
Land and Freedom;United Kingdom;228800.0; Ken  Loach;
Larger Than Life;United States;8300000.0; Howard  Franklin;30000000.0
Lassie;United States;9979683.0; Daniel  Petrie;
Last Action Hero;United States;137300000.0; John  McTiernan;85000000.0
Last Summer in the Hamptons;United States;;Henry Jaglom;
Laura;United States;2000000.0; Otto  Preminger;1020000.0
Lawrence of Arabia;United Kingdom;70000000.0; David  Lean;15000000.0
Lawrence of Arabia;United Kingdom;70000000.0; David  Lean;15000000.0
Le Grand Bleu;France;3600000.0; Luc  Besson;13500000.0
Le Grand Bleu;France;3600000.0; Luc  Besson;13500000.0
Le Grand Bleu;France;3600000.0; Luc  Besson;13500000.0
